BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,FULL_PAYMENT
5932,0,0,0,4253,10,0,6000,2657,4432,12,0
994,0,0,0,4059,15,0,10000,168,237,7,0
5925,1764,258,1505,0,0,195,6500,2558,2269,12,0
163,406,0,406,0,0,23,2200,613,130,12,0
1070,819,0,819,0,0,24,1000,977,1927,12,0
4059,0,0,0,4524,4,0,5000,3247,867,12,0
8356,983,983,0,2329,7,4,14000,3468,2413,12,0
929,612,592,20,0,0,11,1200,1020,274,12,0
2159,627,493,134,1056,3,17,2500,1030,521,12,0
4523,0,0,0,966,2,0,9500,1348,1102,12,0
754,0,0,0,899,2,0,1200,1066,161,12,0
3779,878,631,247,0,0,13,8500,884,858,12,0
947,1788,126,1662,459,1,61,4000,574,260,12,0
606,300,300,0,0,0,3,4200,503,204,12,0
73,875,0,875,0,0,16,6500,689,196,12,1
516,380,380,0,1004,11,6,1200,416,247,12,0
906,2354,216,2138,0,0,51,4000,2230,225,12,0
2220,2530,2530,0,157,3,85,2500,3276,595,12,0
15532,1169,0,1169,3183,5,11,16500,3907,3380,12,0
205,2066,1245,821,0,0,41,7500,2598,201,12,1
788,9114,6139,2975,0,0,128,12000,7036,244,12,1
1073,825,378,447,1214,6,25,1800,535,892,12,0
1382,0,0,0,648,1,0,2400,3112,3103,12,0
405,0,0,0,4679,8,0,17000,8946,154,12,1
373,463,163,300,0,0,7,1800,1193,114,12,0
56,463,0,463,0,0,12,13500,519,157,12,1
2093,1624,1206,418,0,0,13,8500,3795,559,12,0
557,0,0,0,972,1,0,4000,1968,188,12,0
6,234,234,0,0,0,5,10500,33,54,7,0
19,504,0,504,0,0,20,1000,476,131,12,1
7803,7185,6519,666,0,0,78,11500,2251,3745,12,0
5275,325,0,325,1393,5,12,5500,938,2927,12,0
1887,0,0,0,93,3,0,2000,412,766,12,0
152,946,536,410,0,0,18,6500,804,169,12,0
1193,0,0,0,1434,4,0,1500,164,254,8,0
2544,0,0,0,108,1,0,7000,1065,588,12,0
63,1177,0,1177,0,0,23,7500,1319,65,12,0
3,226,0,226,0,0,12,4000,269,30,12,0
183,848,0,848,0,0,11,5000,757,194,12,0
5083,1894,1544,350,971,1,27,9500,1607,1480,12,0
2817,1879,1199,680,1155,8,14,3500,3185,1079,12,0
320,2543,696,1847,0,0,27,7500,3159,192,12,1
2801,0,0,0,7216,9,0,10000,697,1096,12,0
126,367,0,367,175,2,4,3000,679,127,12,0
7986,123,123,0,7950,32,2,14500,9438,1961,12,0
1084,803,0,803,902,3,21,1000,866,1038,12,0
5520,0,0,0,6218,23,0,7000,5878,1720,12,0
110,177,177,0,0,0,1,1950,170,221,12,0
2417,4201,3802,399,3307,11,82,5500,6092,830,12,0
5702,1127,1034,93,1831,5,20,7000,1382,1438,12,0
2866,0,0,0,237,4,0,3000,715,800,12,0
1352,263,263,0,1461,3,1,2300,4228,326,12,0
495,2610,903,1708,0,0,34,8500,2218,220,12,0
1300,0,0,0,916,2,0,2400,303,454,12,0
3021,0,0,0,3417,9,0,4000,1172,849,12,0
609,5447,3466,1981,0,0,45,9500,5623,234,12,1
4588,141,141,0,954,3,2,5500,1151,1489,12,0
4005,9134,2003,7131,0,0,65,10500,3579,1149,12,0
535,3045,3045,0,684,1,2,3000,8988,333,12,0
34,153,62,91,0,0,11,2500,99,146,12,0
11965,1175,1032,144,2272,11,19,14000,2950,3099,12,0
1554,522,0,522,0,0,14,1000,473,15584,12,0
10,1161,35,1126,0,0,37,1500,1153,32,12,0
397,3042,1419,1623,0,0,98,8500,2765,247,12,0
612,765,765,0,0,0,1,2000,204,146,8,0
4841,1596,1596,0,4359,17,25,6000,906,2377,11,0
0,314,0,314,0,0,19,6000,0,,12,0
1177,890,400,490,0,0,7,3000,641,290,12,0
47,2226,0,2226,0,0,14,8500,2508,98,12,0
290,110,110,0,1135,7,1,1200,697,1117,12,0
2689,0,0,0,2929,2,0,9000,854,682,12,0
15,63,63,0,0,0,1,3000,126,165,12,0
35,587,0,587,0,0,14,11500,549,140,12,1
1903,4667,4465,202,4120,10,46,7500,6153,535,12,0
17,453,0,453,0,0,12,2000,436,63,12,0
230,695,38,657,0,0,15,7500,1016,189,12,0
187,868,0,868,0,0,6,4000,619,268,12,0
1264,2358,2172,186,144,2,28,2500,1176,331,12,0
160,1640,972,668,0,0,20,7000,1579,178,12,1
12856,775,649,126,7362,11,16,14000,2885,3332,12,0
3035,0,0,0,370,2,0,3000,92,26143,12,0
2537,0,0,0,558,2,0,2750,933,602,12,0
2376,859,859,0,357,3,13,7000,748,598,12,0
3625,0,0,0,1274,1,0,6000,1009,1432,11,0
3904,600,0,600,1433,6,6,4700,1155,1476,12,0
59,301,0,301,0,0,1,5000,3143,81,11,0
1115,0,0,0,299,1,0,6000,3843,547,12,0
1129,56,56,0,56,1,3,1200,266,545,12,0
452,4469,3870,599,0,0,53,4000,4010,184,12,1
6075,1000,1000,0,4361,7,1,14000,1365,1766,12,0
3490,816,639,177,0,0,15,11500,947,1076,12,0
1369,521,140,381,0,0,20,3000,616,467,12,0
61,469,0,469,0,0,6,1000,541,115,10,1
1961,476,0,476,0,0,48,2000,791,769,12,0
4153,561,375,186,1223,15,4,8000,1854,1172,12,0
23,346,0,346,0,0,7,1800,340,75,7,1
7594,0,0,0,3844,2,0,8000,1535,2012,12,0
46,813,598,215,0,0,24,6000,1315,191,12,1
8772,1083,497,586,4505,26,26,18500,1964,1978,12,0
3009,1138,660,478,3116,12,16,6200,536,982,12,0
215,2327,137,2190,0,0,75,3500,2375,178,12,1
96,1071,433,638,0,0,27,10000,1229,192,12,1
1102,1398,1244,155,0,0,16,7000,257,347,12,0
4780,1470,883,587,4963,33,29,7000,4761,1393,12,0
766,0,0,0,1967,1,0,8500,2954,336,12,0
4705,0,0,0,9894,30,0,9000,8779,1470,12,0
2008,0,0,0,2436,4,0,2900,3093,682,12,0
2856,30,30,0,103,4,1,3000,508,1267,10,0
198,0,0,0,974,5,0,1200,253,73,12,0
28,263,0,263,0,0,7,4000,405,170,12,1
1488,4116,3976,140,0,0,31,5000,3922,475,12,0
10916,0,0,0,23131,23,0,15000,18342,3127,12,0
108,118,118,0,473,1,2,2500,193,57,8,0
118,853,853,0,0,0,3,2000,852,74,12,0
862,2267,1675,593,283,2,41,4500,3644,342,12,0
7,105,0,105,0,0,4,1500,272,72,10,0
48,471,57,414,0,0,5,18000,747,157,12,0
490,932,232,700,987,1,5,5500,3170,270,12,0
1848,307,307,0,0,0,2,8500,3422,470,12,0
1418,0,0,0,97,4,0,1500,201,234,7,0
511,57,57,0,10239,6,1,12500,15044,257,12,0
339,2602,0,2602,0,0,12,1800,2582,2374,12,1
5152,0,0,0,2873,4,0,7000,1362,1240,12,0
1203,440,0,440,1472,3,4,3000,585,267,12,0
6438,717,54,662,2365,10,33,7000,1364,1969,12,0
407,4236,2325,1911,0,0,29,18500,3747,168,12,1
3930,936,0,936,5093,3,34,6000,6410,1448,12,0
6909,474,70,404,1032,4,11,7500,1594,3196,12,0
1055,885,0,885,0,0,111,1000,1057,1613,12,0
3664,493,260,233,0,0,6,9500,1051,821,12,0
6443,2155,1325,830,1650,17,75,7500,9690,3163,12,0
4570,889,889,0,1826,2,7,6000,1179,1201,12,0
3574,2513,2513,0,6181,12,6,9000,4776,837,9,0
97,1475,1475,0,0,0,14,4000,1595,35,12,0
4969,3441,2417,1025,0,0,26,11500,1386,1499,12,0
1032,2308,608,1700,0,0,9,3000,246,564,12,0
4,182,0,182,0,0,8,1500,191,55,8,1
166,1377,827,550,134,1,14,16000,1770,191,12,0
1589,256,187,69,0,0,5,3500,599,587,12,0
2305,256,229,27,14,1,8,6500,620,506,11,0
818,1072,1020,52,752,3,6,2500,4763,752,12,0
103,1064,0,1064,0,0,29,7000,1928,165,12,0
11417,1348,0,1348,0,0,9,15500,2704,2581,12,0
2008,76,76,0,0,0,2,5000,485,603,12,0
5880,0,0,0,10590,1,0,11500,1828,1952,6,0
5354,0,0,0,2660,7,0,7000,1408,1229,12,0
3208,0,0,0,3767,5,0,9000,751,1132,11,0
4320,0,0,0,9086,19,0,7500,10340,1349,12,0
1343,292,0,292,1462,4,7,1500,276,849,7,0
706,1325,1017,308,0,0,14,3000,860,227,12,0
112,229,229,0,0,0,4,150,120,253,11,0
1978,0,0,0,1922,4,0,5500,1481,477,12,0
469,586,446,140,857,19,12,4500,1368,202,12,0
16,0,0,0,1630,4,0,2000,1898,33,12,0
1003,1627,1627,0,0,0,12,1200,1897,614,12,0
221,2311,1376,935,0,0,33,18000,2589,190,12,1
5236,1781,1081,700,658,5,93,17000,1231,1183,12,0
505,5177,5177,0,0,0,33,8500,4972,173,12,1
18,266,0,266,0,0,14,1000,225,121,12,1
5550,1026,1026,0,257,1,12,11000,1323,1418,12,0
237,2693,2072,620,0,0,45,1500,2376,178,12,1
1132,0,0,0,69,1,0,1200,282,240,12,0
248,0,0,0,873,10,0,1200,254,260,12,0
3312,3730,2169,1560,0,0,81,8000,4974,931,12,0
1373,0,0,0,79,3,0,1500,304,466,12,0
72,561,0,561,0,0,32,1500,483,169,12,0
0,609,0,609,0,0,12,2500,893,,12,0
147,1074,1074,0,0,0,2,5500,0,,12,0
775,191,0,191,2467,4,6,1200,2366,423,12,0
727,421,0,421,429,4,7,4500,1190,206,12,0
1115,30,30,0,1485,11,1,1500,1840,571,12,0
366,0,0,0,2839,3,0,3000,4634,476,12,0
3891,3630,50,3580,2539,5,254,7500,8259,4725,12,0
7443,1080,0,1080,3969,29,24,8500,4365,6020,12,0
752,0,0,0,1075,4,0,1200,1322,145,12,0
537,1673,972,701,0,0,25,1600,1307,969,12,0
1891,0,0,0,4561,7,0,2500,4848,508,12,0
11,248,0,248,0,0,10,9500,37,66,12,0
50,701,0,701,0,0,5,3500,1834,133,12,1
5116,4379,3196,1183,0,0,19,10000,2241,1320,12,0
985,10243,4317,5927,0,0,56,7500,11112,253,12,1
952,482,432,50,0,0,20,1200,449,274,12,0
161,994,896,98,0,0,9,6500,981,141,12,0
3461,200,200,0,108,1,1,3500,1323,3419,12,0
233,3161,2012,1149,0,0,22,7000,2608,156,12,0
126,1197,1197,0,0,0,12,9000,936,180,12,0
1959,1759,1759,0,3241,16,11,7000,227,415,7,0
24,294,0,294,0,0,12,5000,303,185,12,1
4425,0,0,0,7014,13,0,7000,864,983,6,0
2298,0,0,0,798,2,0,3000,894,470,12,0
1667,87,87,0,716,2,1,5500,314,351,12,0
74,952,463,489,0,0,24,7000,913,175,12,1
10,92,0,92,0,0,6,1600,101,82,12,1
96,797,0,797,0,0,9,1950,1476,161,12,0
772,1319,1297,23,1581,6,27,1200,2853,529,12,0
533,0,0,0,930,2,0,1800,1754,207,12,0
67,586,586,0,0,0,12,10000,570,183,12,1
918,0,0,0,3177,2,0,3500,4405,255,12,0
1631,0,0,0,275,1,0,1950,558,496,11,0
2384,0,0,0,99,2,0,2500,564,847,12,0
26,134,0,134,0,0,6,9500,148,168,12,0
956,1452,1452,0,0,0,54,1200,210,886,7,0
41,528,528,0,0,0,16,2000,384,175,12,0
5011,0,0,0,2181,7,0,7000,1328,1273,12,0
1822,0,0,0,1673,4,0,2500,589,428,12,0
4937,408,352,56,2790,7,4,5000,2190,2473,12,0
94,815,149,666,0,0,14,2500,362,126,12,0
513,4392,3943,449,422,2,46,16500,4962,176,12,1
681,2445,2254,191,0,0,36,3400,2083,192,12,0
2177,0,0,0,431,2,0,2500,944,664,12,0
1056,352,62,290,0,0,13,3000,585,252,12,0
154,0,0,0,3988,7,0,11500,2700,17,12,0
5906,142,142,0,1651,12,2,10000,934,919,8,0
1061,0,0,0,321,8,0,8500,273,320,12,0
8,0,0,0,794,1,0,1350,0,,9,0
126,1218,0,1218,0,0,18,5000,1041,154,12,0
463,1319,1319,0,0,0,1,3500,98,282,12,0
196,2984,2755,229,0,0,28,14500,1886,196,12,1
4760,614,473,141,6791,8,14,7500,7325,1023,12,0
1582,0,0,0,335,2,0,1800,464,449,12,0
1026,0,0,0,245,2,0,1200,441,320,12,0
1586,0,0,0,274,1,0,2000,566,352,12,0
645,0,0,0,2014,2,0,1400,2186,436,12,0
238,569,247,322,1432,3,6,3200,589,187,12,0
297,2729,1409,1320,0,0,14,16500,1275,178,12,0
2896,2753,1960,793,0,0,8,9000,861,906,11,0
15,87,0,87,0,0,1,8000,670,162,12,1
311,0,0,0,2810,2,0,7500,2812,111,12,0
3470,1185,758,427,6370,18,14,7000,4291,946,12,0
989,0,0,0,559,5,0,1200,1072,264,12,0
2049,3343,1908,1435,436,5,45,2500,1685,2766,10,0
3037,1226,0,1226,6560,10,58,5100,7799,1347,12,0
1072,0,0,0,39,1,0,1200,286,264,12,0
5098,140,140,0,3365,22,6,6000,3313,2760,12,0
976,67,0,67,0,0,4,1000,254,200,12,0
5828,578,358,220,2192,7,13,6000,1771,1843,12,0
7544,0,0,0,2926,9,0,8500,1738,1785,12,0
88,804,804,0,0,0,8,1000,1134,138,12,1
3268,341,250,90,2671,10,8,6000,1282,1027,12,0
45,451,0,451,0,0,78,7500,481,173,12,1
234,617,170,448,283,4,12,2500,1436,170,12,0
37,360,0,360,0,0,6,3000,286,91,12,0
334,0,0,0,1783,10,0,1400,1812,177,12,0
193,1956,0,1956,0,0,53,2500,1892,203,12,1
443,350,0,350,153,3,3,4500,398,223,12,0
23,292,0,292,0,0,7,2500,454,153,12,1
1873,383,310,73,0,0,7,1950,464,1006,12,0
2491,177,67,110,153,1,14,2500,858,746,12,0
3212,2204,1777,427,1076,3,25,6000,2007,908,12,0
339,14,0,14,0,0,5,10500,1263,1486,12,0
11078,3420,3420,0,7837,12,8,12000,10935,7295,12,0
899,922,256,666,5904,6,20,5000,6369,288,12,0
1154,0,0,0,2593,1,0,3000,2607,472,12,0
846,438,438,0,4638,7,1,14500,1093,204,12,0
597,0,0,0,37,1,0,1500,1573,160,12,0
4414,0,0,0,2007,11,0,5000,1306,1423,12,0
3586,141,40,101,1072,3,7,4350,3844,11761,12,0
1966,890,580,310,0,0,34,2500,2613,691,12,0
20,375,0,375,0,0,11,6000,390,90,12,0
2740,169,169,0,464,1,2,3200,1108,626,12,0
394,0,0,0,674,3,0,1000,319,185,12,0
459,223,0,223,0,0,9,500,498,456,12,0
4805,0,0,0,950,2,0,8500,1261,1622,12,0
6669,0,0,0,2230,7,0,7500,1752,2371,12,0
1238,46,46,0,2476,10,1,1500,2643,477,12,0
7802,231,231,0,4109,20,3,13500,1594,1522,10,0
1115,602,0,602,0,0,15,1800,676,248,12,0
1212,265,265,0,0,0,2,3000,333,441,12,0
211,664,664,0,0,0,5,7500,728,140,10,0
6493,448,448,0,1664,8,6,8000,1908,1874,12,0
3106,2129,1036,1092,2347,8,27,7200,5565,697,12,0
910,912,670,242,752,11,16,1200,1476,668,12,0
3634,383,383,0,49,1,2,11000,1062,953,12,0
87,911,0,911,0,0,14,7000,884,126,12,1
87,789,789,0,0,0,5,2500,1370,120,12,0
145,759,0,759,0,0,12,3000,861,192,12,0
1182,0,0,0,258,8,0,1200,503,326,12,0
33,645,0,645,0,0,33,4000,579,76,12,0
1,60,60,0,0,0,1,4000,0,,7,0
120,1068,0,1068,0,0,18,1000,828,132,9,1
134,420,287,133,0,0,7,7500,519,190,12,0
128,463,0,463,0,0,34,3000,381,172,12,0
749,165,165,0,1806,10,2,2000,191,245,9,0
1545,0,0,0,549,2,0,2000,408,478,12,0
172,1667,0,1667,0,0,38,2500,1326,163,12,1
266,0,0,0,1561,2,0,1500,793,227,12,0
550,1557,913,644,0,0,41,11000,2285,179,12,0
0,1091,816,275,0,0,17,1800,0,,12,0
8559,170,170,0,3260,11,1,9000,1541,4403,12,0
6810,636,164,471,3863,13,17,10000,3161,3782,12,0
2918,142,142,0,2431,10,2,8000,993,1013,12,0
543,221,221,0,0,0,3,2000,609,167,12,0
2363,2827,1497,1330,0,0,97,3000,1749,984,12,0
4165,785,618,167,0,0,16,9000,1072,1311,11,0
1304,0,0,0,79,2,0,1500,395,369,12,0
1602,61,0,61,0,0,6,4000,399,513,12,0
4557,1450,1450,0,2261,2,1,9000,1011,918,11,0
751,1978,748,1230,612,1,21,3500,1068,268,12,0
1510,1895,542,1354,0,0,23,9000,1712,313,12,0
3491,1039,1039,0,4201,10,3,9000,1091,1049,12,0
6384,1857,1394,463,2144,26,19,7500,2276,1486,12,0
1328,21,21,0,0,0,1,1500,288,483,12,0
9227,671,671,0,6172,12,12,12000,2726,3129,12,0
3442,359,0,359,0,0,12,7500,1376,752,12,0
1117,475,0,475,0,0,12,1000,610,3450,12,0
1829,0,0,0,689,1,0,2300,2467,472,12,0
3011,582,0,582,3325,8,14,6500,2975,1001,12,0
100,0,0,0,437,5,0,10500,662,123,12,0
1518,0,0,0,456,2,0,1950,473,381,12,0
101,0,0,0,1846,10,0,6500,5321,82,12,1
13,153,0,153,0,0,9,1200,159,131,12,1
1136,520,520,0,0,0,10,1200,707,786,12,0
24,270,0,270,0,0,6,8500,378,102,11,1
764,1229,1229,0,0,0,34,7000,2423,295,12,0
8074,0,0,0,3861,25,0,8500,2414,2334,12,0
745,485,485,0,0,0,2,3000,191,286,12,0
33,193,69,124,0,0,5,6000,154,138,12,0
8199,0,0,0,2910,6,0,14000,2142,2007,12,0
624,0,0,0,2120,3,0,1200,1839,175,12,0
2123,2453,2052,402,0,0,33,7500,518,519,12,0
939,50,50,0,0,0,1,1000,315,628,12,0
1372,3005,1508,1497,315,2,61,3000,3462,405,12,0
123,152,0,152,0,0,12,3500,447,172,12,0
73,228,0,228,0,0,12,2500,159,171,12,0
2377,0,0,0,1322,4,0,3000,549,558,12,0
57,473,473,0,0,0,9,7227,598,174,12,1
7500,160,160,0,3604,3,2,13550,1963,1849,12,0
1564,1330,0,1330,1906,1,6,8000,1079,825,12,0
4645,4821,4064,757,0,0,54,9200,1076,1324,12,0
7418,902,859,43,0,0,4,14500,2274,1697,12,0
6001,0,0,0,2405,2,0,9000,1370,1791,12,0
1127,185,140,45,738,2,4,6100,2166,311,12,0
41,221,221,0,0,0,4,13500,1243,168,12,1
1566,0,0,0,2676,6,0,3000,3419,478,12,0
5460,262,0,262,4213,19,9,7000,1734,1511,12,0
166,449,449,0,7895,1,12,9000,663,183,12,0
19,284,0,284,0,0,12,2000,268,174,12,1
2478,531,0,531,6395,1,7,7000,11481,773,12,0
5426,210,0,210,8224,15,6,7000,7723,1274,12,0
5239,0,0,0,9798,1,0,10000,1346,2012,8,0
142,165,33,132,0,0,10,2500,540,141,12,0
4192,450,450,0,2481,4,1,4500,1271,3643,12,0
2712,600,600,0,5353,8,10,5000,1536,841,12,0
433,540,315,225,0,0,13,6500,738,164,12,0
128,2802,2213,589,0,0,36,6500,2385,161,12,0
374,3589,3138,451,0,0,31,6000,3493,173,12,1
21,548,0,548,0,0,8,1900,1050,56,12,0
2062,0,0,0,4321,12,0,4000,5452,556,12,0
1745,0,0,0,198,5,0,1800,525,540,12,0
2241,1260,0,1260,2993,2,4,6000,4582,655,12,0
2858,0,0,0,5424,3,0,6000,10795,2053,12,0
1531,0,0,0,60,1,0,1600,347,526,12,0
337,0,0,0,1621,9,0,3000,978,217,12,0
5145,1976,679,1296,11834,8,33,13500,9059,1748,12,0
4659,1754,764,990,1248,10,32,9500,1042,1060,12,0
2417,2266,1292,974,0,0,46,4000,4076,1439,12,0
1467,107,107,0,5204,6,1,6000,268,570,12,0
1555,168,0,168,0,0,6,1500,193,13453,12,0
127,453,331,123,0,0,9,7000,594,127,12,0
260,378,290,88,0,0,10,1500,1575,212,12,0
28,166,166,0,0,0,3,5500,236,98,12,0
0,188,0,188,0,0,6,7500,130,,12,0
1259,142,42,100,0,0,2,1200,301,6721,12,0
2865,0,0,0,965,7,0,6500,1187,727,12,0
276,1429,100,1329,0,0,21,2800,1296,194,12,0
2879,0,0,0,1564,4,0,3000,653,898,12,0
499,6637,6158,479,109,1,44,8000,4291,207,12,1
2489,0,0,0,1668,2,0,3000,1209,709,12,0
44,155,0,155,0,0,5,2500,183,80,12,0
201,2365,2365,0,0,0,13,5000,1884,134,12,0
2509,0,0,0,59,1,0,6000,454,373,6,0
36,426,258,168,0,0,4,6500,440,127,12,0
440,985,531,454,1056,12,19,6000,1671,192,12,0
784,176,176,0,2053,6,5,2500,1648,219,9,0
512,2938,1685,1253,0,0,69,7500,833,265,12,0
5902,1705,1142,563,0,0,9,8000,1887,1474,12,0
211,290,0,290,0,0,10,2700,239,171,12,0
168,0,0,0,867,4,0,1200,654,70,12,0
1137,869,392,478,0,0,23,7000,1785,418,12,0
739,0,0,0,1561,6,0,1500,1979,199,12,0
858,3035,2215,820,418,2,42,6500,5160,312,12,0
2065,1463,1263,200,0,0,17,3500,3587,533,12,0
16,127,127,0,0,0,2,4500,190,141,12,0
2264,320,320,0,4510,15,5,10000,5215,503,8,0
1528,0,0,0,2918,4,0,6500,337,338,12,0
5266,9030,6346,2684,0,0,28,6000,7974,6567,12,0
6804,640,228,412,1898,4,20,7100,1892,1979,12,0
2837,0,0,0,2025,8,0,3000,508,855,12,0
21,512,0,512,0,0,18,2000,716,99,12,1
259,1972,1581,391,19,1,20,1800,2171,167,12,0
414,795,795,0,0,0,9,2000,814,150,11,0
142,1401,0,1401,0,0,47,1500,2760,673,12,0
31,360,192,168,0,0,6,1500,873,177,12,1
1199,0,0,0,58,2,0,1200,128,7464,12,0
6187,2029,1044,985,5933,13,20,15000,8519,1591,12,0
46,0,0,0,386,3,0,10000,257,116,12,0
358,0,0,0,1795,1,0,1950,4703,501,12,0
811,985,856,129,0,0,10,5500,5964,503,12,0
2910,0,0,0,2122,6,0,7500,3856,750,12,0
6784,13,0,13,4516,13,1,10000,10814,1662,12,0
229,2100,2100,0,0,0,14,3000,2470,176,12,0
1466,556,113,442,1304,4,16,1800,566,586,12,0
2316,3644,2972,672,780,1,36,7500,1257,680,12,0
4202,462,462,0,4776,10,2,8000,1011,1542,12,0
2085,198,198,0,0,0,2,8000,749,524,12,0
52,800,51,750,93,1,14,4000,878,184,12,1
13,239,0,239,0,0,9,1000,198,69,7,1
1141,6004,3474,2530,0,0,110,2500,6848,287,12,0
766,1463,1100,363,0,0,26,6000,203,195,12,0
156,1304,207,1097,0,0,24,10000,1393,176,12,0
1169,0,0,0,1028,4,0,5000,589,288,12,0
78,377,377,0,368,2,8,1500,1547,157,12,0
6671,370,370,0,2579,7,7,7500,1303,3772,12,0
3058,0,0,0,2038,3,0,12500,7266,847,12,0
343,3429,2790,640,0,0,40,10500,2700,212,12,0
4360,703,703,0,0,0,12,4500,1372,1377,12,0
2901,3057,261,2796,0,0,54,10000,5403,672,12,0
3570,3056,1994,1062,0,0,50,8500,2333,899,12,0
3413,3790,1516,2274,1385,4,110,9500,3363,916,12,0
1519,0,0,0,1825,11,0,2000,412,528,12,0
1389,974,902,73,1564,25,33,1500,1072,758,10,0
12,107,0,107,0,0,6,2500,129,91,12,1
300,2366,555,1811,0,0,23,4000,2325,185,12,1
268,129,129,0,2497,3,1,12000,1974,73,12,0
180,828,0,828,0,0,12,1000,650,153,12,0
50,791,538,253,0,0,17,4000,680,145,12,0
468,0,0,0,1479,1,0,1500,3198,260,12,0
1197,299,98,201,1362,2,8,1700,2049,487,11,0
2632,0,0,0,536,4,0,3000,738,737,12,0
24,90,0,90,0,0,6,2500,129,125,12,0
1391,531,531,0,0,0,3,1600,574,482,12,0
2749,599,599,0,0,0,34,2000,518,28483,12,0
1525,133,0,133,0,0,4,1500,568,758,12,0
149,1424,1331,93,0,0,17,5000,1215,179,12,1
1364,786,646,140,0,0,10,5000,599,324,12,0
2275,1795,1619,176,2374,5,30,7000,722,506,12,0
2611,0,0,0,2527,16,0,6500,1155,726,12,0
11931,37,0,37,5172,14,3,14000,3043,2792,12,0
96,1211,202,1009,0,0,21,8000,1111,127,12,1
2518,1086,1013,73,487,7,17,3000,709,1030,12,0
6380,4381,2081,2300,0,0,45,11500,1297,2129,12,0
937,2004,456,1548,0,0,49,1200,1034,725,12,0
1693,90,90,0,433,3,1,1800,351,666,12,0
112,1555,1499,56,0,0,25,4000,1412,128,12,0
14,463,423,40,0,0,17,2000,1047,119,12,1
3004,349,0,349,0,0,7,2750,196,26379,11,0
14,214,214,0,0,0,1,1500,1458,179,12,0
176,600,600,0,0,0,1,1500,690,77,12,0
2125,1006,686,320,0,0,10,5000,583,580,12,0
6044,0,0,0,538,17,0,6500,1455,3032,12,0
802,1697,1217,480,0,0,40,5500,959,297,12,0
2792,0,0,0,229,3,0,3000,548,1299,11,0
1453,93,0,93,0,0,4,1500,362,995,12,0
5312,2340,2340,0,5930,8,12,6500,6865,1487,12,0
58,0,0,0,152,1,0,1200,80,136,10,0
1738,0,0,0,188,3,0,7000,500,408,12,0
115,448,448,0,0,0,13,9000,424,175,12,0
1615,2610,2407,203,885,3,39,3600,689,384,12,0
112,1158,944,214,0,0,22,7000,1210,179,12,1
11,250,250,0,0,0,1,1800,1446,84,12,0
169,4770,1164,3606,0,0,56,4500,3998,179,12,1
1017,120,0,120,0,0,9,1000,358,854,12,0
112,824,824,0,344,2,9,6500,2962,143,12,1
2486,2869,1761,1108,0,0,41,5500,719,596,12,0
2728,155,0,155,714,2,4,4500,631,946,12,0
467,1110,640,470,814,3,6,4000,2514,185,12,0
165,206,0,206,0,0,10,3000,271,163,12,0
2414,689,689,0,1157,3,12,8500,1583,611,12,0
2432,7156,5921,1235,1544,3,198,9500,1915,621,12,0
1485,48,48,0,106,1,1,1700,339,543,12,0
1724,661,437,224,144,1,16,2000,396,476,12,0
1739,395,395,0,0,0,2,6000,566,457,12,0
1913,0,0,0,9554,1,0,10000,19998,637,6,1
302,3612,3340,272,0,0,35,10500,2866,193,12,1
186,456,0,456,0,0,8,3000,447,160,12,0
2270,0,0,0,3360,3,0,3500,404,967,7,0
750,311,311,0,0,0,4,1000,544,181,12,0
2288,0,0,0,1176,7,0,6000,3533,552,12,0
8,170,0,170,0,0,6,2000,373,73,12,1
878,7786,215,7571,0,0,68,6500,7328,2495,12,1
11643,15108,2370,12738,0,0,298,12000,16005,11653,12,0
2893,0,0,0,1188,4,0,4000,878,929,12,0
1589,0,0,0,1527,4,0,2000,287,412,7,0
2541,844,844,0,198,1,11,7000,576,533,12,0
1023,1538,1094,444,247,1,25,9000,1070,235,12,0
3938,0,0,0,1767,3,0,12000,2109,1047,12,0
1079,0,0,0,1260,9,0,1200,1380,271,11,0
2546,0,0,0,1354,8,0,3000,716,948,12,0
1659,324,324,0,2040,7,3,4000,510,542,12,0
4485,591,0,591,1403,1,23,6500,1477,1233,12,0
335,3237,3237,0,0,0,19,2000,3137,125,12,1
8215,5213,2397,2817,0,0,79,15000,2138,2047,12,0
746,138,35,103,0,0,3,2000,2444,3239,12,0
302,0,0,0,3688,8,0,2000,4033,88,12,0
439,3648,3404,244,0,0,65,7500,3130,172,12,0
647,0,0,0,889,6,0,1350,789,185,12,0
9266,100,0,100,4383,3,4,17500,2444,2603,12,0
2735,100,0,100,6965,11,4,9000,1129,1363,12,0
161,299,299,0,837,4,5,1200,41,90,12,0
2,115,0,115,0,0,12,8500,99,21,12,0
200,1569,941,629,0,0,42,7500,1481,188,12,1
1648,127,127,0,0,0,2,3500,414,486,12,0
1363,0,0,0,74,1,0,1500,313,357,11,0
2221,0,0,0,6448,12,0,7000,398,478,12,0
101,1412,546,866,0,0,42,3500,1357,177,12,1
19,230,0,230,0,0,12,2000,254,142,12,1
189,430,0,430,0,0,19,10000,724,203,12,0
68,296,189,107,0,0,9,3000,375,68,12,0
1338,0,0,0,1962,1,0,2000,2314,398,12,0
